,1,2
0,0.09022907899024528,0.05814392016361817
1,0.018232819081061197,0.00045691243236970744
2,0.10378681626809266,0.001421505345150201
3,0.17531556801462717,0.0072598308698742404
4,0.09209911172499503,0.00042064954091179413
5,0.0682561944761502,0.10672894213893039
6,0.02945301543345876,4.351546974949595e-05
7,0.11126694715099072,0.2957166272609913
8,0.0668536699321005,0.0018929229341030738
9,0.08648901354879625,0.5140845070422535
10,0.07012622721089996,0.002777737485676158
11,0.16877045345702826,0.0
12,0.07059373537354952,0.0
13,0.057503506314452696,0.0
14,0.1369798971345853,0.001377989875400705
15,0.30762038323379676,0.20405129023367807
16,0.15801776529533076,0.0032273973397542828
17,0.0,0.0018639126209367431
18,0.188405797073724,0.05793359539316227
19,0.0546984572263533,0.08478989280689285
20,0.0748013090056986,0.0009936032259468242
21,0.05002337540350414,0.003814856181372478
22,0.07339878446164891,0.034282937584311224
23,0.0168302945370115,0.0001015360960821572
24,0.1196820944152889,0.0006889949377003525
25,0.1542776998538817,0.0022120363789327104
26,0.20009350161682163,0.0005947114199097779
27,0.12388966804743798,0.0
28,0.1940158952499228,0.0
29,0.27582982699550523,0.0
30,0.18373071527892534,0.0
31,0.10986442260694103,0.0
32,0.25385694248141016,0.0004931753238276207
33,0.1369798971345853,2.901031316633063e-05
34,0.20991117342516952,0.04894765088989136
35,0.16362786347152955,0.0001885670355811491
36,0.09864422625454346,0.017333662116882552
37,0.12435717623813805,7.252578291582658e-05
38,0.14960261803103259,0.002117752861142136
39,0.0846189808140465,7.977836120740923e-05
40,0.04160822813920597,0.0003771340711622982
41,0.10565684897479194,0.0
42,0.09069658718094534,0.026725751004482094
43,0.23515661521806405,0.0012256857312774691
44,0.32491818603724465,0.0011821702615279733
45,0.15240766711913198,7.977836120740923e-05
46,0.1912108461618234,0.1178108817684687
47,0.18326320708822527,0.015999187711231343
48,0.18139317435347552,0.002980809677840472
49,0.26273959790835794,0.1409828694100753
50,0.0911640953716454,0.05641055395192991
51,0.14773258529628283,0.02300517834090019
52,0.28097241689685254,0.00114590737007006
53,0.14726507713363324,0.0
54,0.18045815800012588,0.0006019639982013606
55,0.14071996257603434,8.70309394989919e-05
56,0.17157550254512766,0.01623852279485357
57,0.1262272089728878,0.001523041441232358
58,0.2332865824833143,0.0002030721921643144
59,0.12388966804743798,0.0026181807632613394
60,0.13230481531173616,0.001058876430571068
61,0.17999064980942583,0.0007760258771993444
62,0.30762038323379676,0.20138959400066725
63,0.2360916315714137,0.000551195950160282
64,0.17812061710272656,0.00011604125266532253
65,0.19588592798467255,0.11349559768497701
66,0.19869097707277195,0.0031693767134216215
67,0.17017297800107797,0.0001377989875400705
68,0.23094904158591495,0.012438171770064258
69,0.22206638613091673,0.002712464281051914
70,0.3870967742502828,0.008884408407188757
71,0.10846189806289133,0.003046082882464716
72,0.26694717145635555,0.015339203086697322
73,0.3309957924882949,0.41714654559695974
74,0.1790556334560762,0.07555010806341654
75,0.2113136979692192,0.0008703093949899189
76,0.2987377279751519,0.004467588227614917
77,0.2384291724968635,0.0008340465035320057
78,0.21972884523351738,0.00914550122568573
79,0.2566619915695096,0.0014432630800249489
80,0.06965871902019989,0.15508188160891198
81,0.16596540436892887,0.0015157888629407754
82,0.23702664795281378,0.271913665308017
83,0.36886395517763676,0.014505156583165316
84,0.3716690042657362,0.0
85,0.3875642822446294,0.0
86,0.42169237957667366,2.901031316633063e-05
87,0.22019635342421745,0.09120842459494351
88,0.31182795686594583,0.00045691243236970744
89,0.4226273958458718,0.0051275728521489395
90,0.3931743804208282,0.015730842314442786
91,0.2711547450885047,0.004315284083491681
92,0.30201028505759797,0.0
93,0.2851799905290016,0.000892067129864667
94,0.34876110328608945,0.003669804615540825
95,0.31089294059674766,0.005214603791647931
96,0.13744740532528538,0.00013054640924848785
97,0.31089294059674766,0.00025384024020539303
98,0.3913043478824319,0.07362817481614714
99,0.2781673678087531,0.03780043805572881
100,0.2085086488811198,0.003321680857544857
101,0.45301542782061854,0.007774763928576609
102,0.39083683960758037,0.12552037249242107
103,0.23889668065951306,0.0013489795622343744
104,0.28190743344655556,3.626289145791329e-05
105,0.5035063114064076,0.45570850437330473
106,0.3482935950112379,0.0943923064649483
107,0.4918186067791585,0.005098562538982609
108,0.359981299638487,0.23897245470764858
109,0.4553529686338664,0.12833437286955512
110,0.18373071527892534,0.0003046082882464716
111,0.19869097707277195,0.00103711869569632
112,0.16362786347152955,0.09437054873007354
113,0.17578307617727676,0.0033797014838775185
114,0.19588592798467255,0.000551195950160282
115,0.2664796634620089,0.00047141758895287276
116,0.20944366523446944,0.0010661290088626507
117,0.28424497425980344,0.0007397629857414311
118,0.3160355304980949,0.30104727230530454
119,0.1411874707667344,0.04095530961256727
120,0.3239831697680464,0.02944546786382559
121,0.263674614289758,0.15099142745245936
122,0.31323048140999554,0.007296093761332154
123,0.1963534361753726,0.004837469720485633
124,0.1898083216177737,0.00012329383095690519
125,0.21739130433611806,0.0008558042384067536
126,0.2870500233479028,0.049767192236840195
127,0.2510518933933108,0.0058383255247240395
128,0.41000467494942455,0.0950160281980244
129,0.5334268348257978,0.03151245267692665
130,0.3136979896848471,0.018675389100825345
131,0.3768115941670834,0.23747117100129098
132,0.5278167366495989,0.2804717076920845
133,0.5502571293543941,0.02510842604545916
134,0.3454885459231385,0.0335794374900277
135,0.33847592320289005,0.02988062256132055
136,0.506311360494507,0.016136986698771415
