,지역명,동,평균,승차건수
427,0,공릉1·3동,0.0,24625.0
428,0,신설동,0.0,7535.0
429,0,용두동,0.0,6931.0
430,0,답십리3동,0.0,3350.0
431,0,홍2동,0.0,1625.0
432,0,별내면,0.0,1561.0
433,0,자금동,0.0,1401.0
434,0,이문3동,0.0,1363.0
435,0,풍산동,0.0,1268.0
436,0,홍1동,0.0,979.0
437,0,홍3동,0.0,583.0
438,0,양촌면,0.0,568.0
439,0,장안3동,0.0,527.0
440,0,과천동,0.0,415.0
441,0,제기2동,0.0,400.0
442,0,답십리4동,0.0,393.0
443,0,장항2동,0.0,382.0
444,0,신당1동,0.0,325.0
445,0,갈매동,0.0,321.0
446,0,송내1동,0.0,308.0
447,0,장암동,0.0,259.0
448,0,성곡동,0.0,245.0
449,0,송산1동,0.0,226.0
450,0,대화동,0.0,221.0
451,0,흥도동,0.0,213.0
452,0,동구동,0.0,207.0
453,0,제기1동,0.0,189.0
454,0,전농3동,0.0,173.0
455,0,백석1동,0.0,166.0
456,0,구미1동,0.0,156.0
457,0,고양동,0.0,145.0
458,0,백석2동,0.0,139.0
459,0,신곡2동,0.0,133.0
460,0,문원동,0.0,126.0
461,0,장안4동,0.0,116.0
462,0,진접읍,0.0,108.0
463,0,철산3동,0.0,99.0
464,0,대곶면,0.0,98.0
465,0,소사동,0.0,93.0
466,0,상3동,0.0,88.0
467,0,야탑3동,0.0,84.0
468,0,교문1동,0.0,83.0
469,0,금곡동,0.0,78.0
470,0,김포2동,0.0,74.0
471,0,송산2동,0.0,74.0
472,0,송산동,0.0,69.0
473,0,감북동,0.0,66.0
474,0,신당4동,0.0,64.0
475,0,야탑1동,0.0,64.0
476,0,성남동,0.0,63.0
477,0,퇴계원면,0.0,60.0
478,0,하안3동,0.0,60.0
479,0,복정동,0.0,60.0
480,0,소하2동,0.0,57.0
481,0,수택3동,0.0,55.0
482,0,고촌면,0.0,54.0
483,0,월곶면,0.0,53.0
484,0,사우동,0.0,52.0
485,0,신당3동,0.0,52.0
486,0,탄현동,0.0,52.0
487,0,비산3동,0.0,50.0
488,0,소하1동,0.0,49.0
489,0,창릉동,0.0,46.0
490,0,호원1동,0.0,39.0
491,0,춘의동,0.0,37.0
492,0,신장2동,0.0,37.0
493,0,화정1동,0.0,36.0
494,0,풍무동,0.0,31.0
495,0,김포1동,0.0,29.0
496,0,하안1동,0.0,26.0
497,0,송포동,0.0,26.0
498,0,고봉동,0.0,25.0
499,0,의정부2동,0.0,24.0
500,0,오남읍,0.0,24.0
501,0,화도읍,0.0,24.0
502,0,녹양동,0.0,20.0
503,0,하안2동,0.0,19.0
504,0,서현1동,0.0,18.0
505,0,행주동,0.0,18.0
506,0,광명5동,0.0,16.0
507,0,조안면,0.0,15.0
508,0,오정동,0.0,15.0
509,0,일산2동,0.0,13.0
510,0,정자1동,0.0,13.0
511,0,철산2동,0.0,12.0
512,0,마두1동,0.0,12.0
513,0,식사동,0.0,12.0
514,0,와부읍,0.0,11.0
515,0,신당6동,0.0,11.0
516,0,도당동,0.0,11.0
517,0,덕풍2동,0.0,10.0
518,0,신곡1동,0.0,10.0
519,0,범계동,0.0,10.0
520,0,수택1동,0.0,9.0
521,0,장흥면,0.0,9.0
522,0,영종동,0.0,8.0
523,0,상2동,0.0,8.0
524,0,신도동,0.0,7.0
525,0,중3동,0.0,7.0
526,0,삼평동,0.0,7.0
527,0,의정부3동,0.0,7.0
528,0,회천2동,0.0,6.0
529,0,학온동,0.0,6.0
530,0,중4동,0.0,5.0
531,0,운중동,0.0,5.0
532,0,명륜3가동,0.0,5.0
533,0,신당2동,0.0,5.0
534,0,관양2동,0.0,5.0
535,0,행신1동,0.0,5.0
536,0,구미동,0.0,5.0
537,0,심곡2동,0.0,4.0
538,0,석수2동,0.0,4.0
539,0,의정부1동,0.0,4.0
540,0,이매1동,0.0,4.0
541,0,능곡동,0.0,4.0
542,0,효자동,0.0,4.0
543,0,행신2동,0.0,4.0
544,0,안양1동,0.0,4.0
545,0,지금동,0.0,4.0
546,0,고강본동,0.0,4.0
547,0,도촌동,0.0,4.0
548,0,성사1동,0.0,3.0
549,0,덕풍3동,0.0,3.0
550,0,범박동,0.0,3.0
551,0,철산1동,0.0,3.0
552,0,단대동,0.0,3.0
553,0,관산동,0.0,3.0
554,0,가능1동,0.0,3.0
555,0,심곡1동,0.0,3.0
556,0,양주1동,0.0,2.0
557,0,화전동,0.0,2.0
558,0,역곡3동,0.0,2.0
559,0,광명2동,0.0,2.0
560,0,광명3동,0.0,2.0
561,0,호계3동,0.0,2.0
562,0,인창동,0.0,2.0
563,0,원신동,0.0,2.0
